game_id,winner,placement,snake_id,snake_name,turns_survived,start_length,max_length,final_length,final_health,alive_at_end,survival_score,growth_score,performance_score
1925cc5a-765a-41f6-8a69-14155356bcfa,Snake2,1,33c84723-2cf5-4373-9181-d8c751569450,Snake2,21,3,5,5,97,1,1.0,0.4,0.88
1925cc5a-765a-41f6-8a69-14155356bcfa,Snake2,2,13e1dda9-a107-4968-84e7-37165172bd16,Snake1,19,3,7,7,95,0,0.9048,0.8,0.8838
1925cc5a-765a-41f6-8a69-14155356bcfa,Snake2,1,33c84723-2cf5-4373-9181-d8c751569450,Snake2,21,3,5,5,97,1,1.0,0.4,0.88
1925cc5a-765a-41f6-8a69-14155356bcfa,Snake2,2,13e1dda9-a107-4968-84e7-37165172bd16,Snake1,19,3,7,7,95,0,0.9048,0.8,0.8838
31c20894-87ed-4167-a1cf-d2c361e3cc24,Snake2,1,33730726-cc1d-44ce-a49f-7eb684c1fb12,Snake2,88,3,13,13,83,1,1.0,1.0,1.0
31c20894-87ed-4167-a1cf-d2c361e3cc24,Snake2,2,35806831-c0cd-41d5-8feb-76198971bcbf,Snake1,86,3,7,7,52,0,0.9773,0.8,0.9418
31c20894-87ed-4167-a1cf-d2c361e3cc24,Snake2,1,33730726-cc1d-44ce-a49f-7eb684c1fb12,Snake2,88,3,13,13,83,1,1.0,1.0,1.0
31c20894-87ed-4167-a1cf-d2c361e3cc24,Snake2,2,35806831-c0cd-41d5-8feb-76198971bcbf,Snake1,86,3,7,7,52,0,0.9773,0.8,0.9418
a50a361b-c059-45e0-a7ed-8df02af263c5,Snake1,1,8e9cbfc3-1eae-4930-b46e-71b40743e5ab,Snake1,8,3,4,4,98,1,1.0,0.2,0.84
a50a361b-c059-45e0-a7ed-8df02af263c5,Snake1,2,77e89c97-d096-47ab-a682-4649c6653aa6,Snake2,6,3,3,3,95,0,0.75,0.0,0.6
a50a361b-c059-45e0-a7ed-8df02af263c5,Snake1,1,8e9cbfc3-1eae-4930-b46e-71b40743e5ab,Snake1,8,3,4,4,98,1,1.0,0.2,0.84
a50a361b-c059-45e0-a7ed-8df02af263c5,Snake1,2,77e89c97-d096-47ab-a682-4649c6653aa6,Snake2,6,3,3,3,95,0,0.75,0.0,0.6
e4a005d5-ac78-4f04-9cc8-457e8428e2b1,Snake2,1,abd477c8-2821-47d4-8e68-811f0ec3c06d,Snake2,8,3,4,4,98,1,1.0,0.2,0.84
e4a005d5-ac78-4f04-9cc8-457e8428e2b1,Snake2,2,ff5f1c11-1751-413b-9d1b-2664bb1a6f45,Snake1,6,3,3,3,95,0,0.75,0.0,0.6
e4a005d5-ac78-4f04-9cc8-457e8428e2b1,Snake2,1,abd477c8-2821-47d4-8e68-811f0ec3c06d,Snake2,8,3,4,4,98,1,1.0,0.2,0.84
e4a005d5-ac78-4f04-9cc8-457e8428e2b1,Snake2,2,ff5f1c11-1751-413b-9d1b-2664bb1a6f45,Snake1,6,3,3,3,95,0,0.75,0.0,0.6
1274b3d2-1ee4-4cf6-9c60-a6ac44680167,,1,34829f26-76f0-40fd-8eaa-964d4f00463b,Snake1,5,3,3,3,96,0,0.7143,0.0,0.5714
1274b3d2-1ee4-4cf6-9c60-a6ac44680167,,2,983015a0-cd9b-4233-a4ec-6026f6fc2017,Snake2,5,3,3,3,96,0,0.7143,0.0,0.5714
1274b3d2-1ee4-4cf6-9c60-a6ac44680167,,1,34829f26-76f0-40fd-8eaa-964d4f00463b,Snake1,5,3,3,3,96,0,0.7143,0.0,0.5714
1274b3d2-1ee4-4cf6-9c60-a6ac44680167,,2,983015a0-cd9b-4233-a4ec-6026f6fc2017,Snake2,5,3,3,3,96,0,0.7143,0.0,0.5714
ce318931-0906-4946-9a1d-d2169304c4a3,,1,c2e4593a-e72b-4c83-b33f-8f7c7032e4de,Snake1,5,3,3,3,96,0,0.7143,0.0,0.5714
ce318931-0906-4946-9a1d-d2169304c4a3,,2,0d9604d3-910e-475b-ac0c-8bd22a360da1,Snake2,5,3,3,3,96,0,0.7143,0.0,0.5714
ce318931-0906-4946-9a1d-d2169304c4a3,,1,c2e4593a-e72b-4c83-b33f-8f7c7032e4de,Snake1,5,3,3,3,96,0,0.7143,0.0,0.5714
ce318931-0906-4946-9a1d-d2169304c4a3,,2,0d9604d3-910e-475b-ac0c-8bd22a360da1,Snake2,5,3,3,3,96,0,0.7143,0.0,0.5714
9c1c46ac-dd76-4046-b91b-edd87e2b9819,,1,1115da54-123c-4a9f-9562-60ff024c05e7,Snake1,5,3,3,3,96,0,0.7143,0.0,0.5714
9c1c46ac-dd76-4046-b91b-edd87e2b9819,,2,22ba19fe-6cfb-47b7-980b-0abc5a66fc3b,Snake2,5,3,3,3,96,0,0.7143,0.0,0.5714
9c1c46ac-dd76-4046-b91b-edd87e2b9819,,1,1115da54-123c-4a9f-9562-60ff024c05e7,Snake1,5,3,3,3,96,0,0.7143,0.0,0.5714
9c1c46ac-dd76-4046-b91b-edd87e2b9819,,2,22ba19fe-6cfb-47b7-980b-0abc5a66fc3b,Snake2,5,3,3,3,96,0,0.7143,0.0,0.5714
7cbff7af-f871-449a-b787-040f351f3103,,1,f39c35a6-94c2-495f-9e97-5b2ced8fb301,Snake1,5,3,3,3,96,0,0.7143,0.0,0.5714
7cbff7af-f871-449a-b787-040f351f3103,,2,0d8261b9-c60d-49d0-bb00-a281e9c91907,Snake2,5,3,3,3,96,0,0.7143,0.0,0.5714
7cbff7af-f871-449a-b787-040f351f3103,,1,f39c35a6-94c2-495f-9e97-5b2ced8fb301,Snake1,5,3,3,3,96,0,0.7143,0.0,0.5714
7cbff7af-f871-449a-b787-040f351f3103,,2,0d8261b9-c60d-49d0-bb00-a281e9c91907,Snake2,5,3,3,3,96,0,0.7143,0.0,0.5714
bbb24d96-6d59-4f0f-aea5-b70bf11d7612,,1,d71106a9-e427-4a71-a86e-d14af0916897,Snake1,5,3,3,3,96,0,0.7143,0.0,0.5714
bbb24d96-6d59-4f0f-aea5-b70bf11d7612,,2,d8811333-b397-44ed-a14e-0c5ee659c445,Snake2,5,3,3,3,96,0,0.7143,0.0,0.5714
bbb24d96-6d59-4f0f-aea5-b70bf11d7612,,1,d71106a9-e427-4a71-a86e-d14af0916897,Snake1,5,3,3,3,96,0,0.7143,0.0,0.5714
bbb24d96-6d59-4f0f-aea5-b70bf11d7612,,2,d8811333-b397-44ed-a14e-0c5ee659c445,Snake2,5,3,3,3,96,0,0.7143,0.0,0.5714
d3d81da2-b470-4653-a1da-a4ead1d70ff5,Snake2,1,5b84c47a-d4a0-4af5-977d-aa89709f3f20,Snake2,190,3,13,13,97,1,1.0,1.0,1.0
d3d81da2-b470-4653-a1da-a4ead1d70ff5,Snake2,2,49b80167-45c8-4b28-a2cf-c61f22597572,Snake1,188,3,13,13,93,0,0.9895,1.0,0.9916
d3d81da2-b470-4653-a1da-a4ead1d70ff5,Snake2,1,5b84c47a-d4a0-4af5-977d-aa89709f3f20,Snake2,190,3,13,13,97,1,1.0,1.0,1.0
d3d81da2-b470-4653-a1da-a4ead1d70ff5,Snake2,2,49b80167-45c8-4b28-a2cf-c61f22597572,Snake1,188,3,13,13,93,0,0.9895,1.0,0.9916
2dabe0f0-bf34-45d0-9724-e958611d10c8,Snake2,1,768aaefb-6ee5-4f1b-ba2c-3e8474e2d238,Snake2,238,3,14,14,80,1,1.0,1.0,1.0
2dabe0f0-bf34-45d0-9724-e958611d10c8,Snake2,2,d70947e2-8221-4fa7-b9f7-f733d4fc6f1e,Snake1,236,3,9,9,93,0,0.9916,1.0,0.9933
2dabe0f0-bf34-45d0-9724-e958611d10c8,Snake2,1,768aaefb-6ee5-4f1b-ba2c-3e8474e2d238,Snake2,238,3,14,14,80,1,1.0,1.0,1.0
2dabe0f0-bf34-45d0-9724-e958611d10c8,Snake2,2,d70947e2-8221-4fa7-b9f7-f733d4fc6f1e,Snake1,236,3,9,9,93,0,0.9916,1.0,0.9933
947ac091-7967-47b5-86fd-036c0700abf3,,1,6015b41f-52b1-445c-9a41-e05442c555b0,Snake1,5,3,3,3,96,0,0.7143,0.0,0.5714
947ac091-7967-47b5-86fd-036c0700abf3,,2,d1726a91-864f-4118-a517-1a6f6a93827c,Snake2,5,3,3,3,96,0,0.7143,0.0,0.5714
947ac091-7967-47b5-86fd-036c0700abf3,,1,6015b41f-52b1-445c-9a41-e05442c555b0,Snake1,5,3,3,3,96,0,0.7143,0.0,0.5714
947ac091-7967-47b5-86fd-036c0700abf3,,2,d1726a91-864f-4118-a517-1a6f6a93827c,Snake2,5,3,3,3,96,0,0.7143,0.0,0.5714
f25d5152-c731-4816-b408-468d8b373c09,,1,92b73c2d-a472-46f1-b0db-972a1f94a3ff,Snake1,5,3,3,3,96,0,0.7143,0.0,0.5714
f25d5152-c731-4816-b408-468d8b373c09,,2,c90dc66d-1abc-46af-a45c-5db7db442b63,Snake2,5,3,3,3,96,0,0.7143,0.0,0.5714
f25d5152-c731-4816-b408-468d8b373c09,,1,92b73c2d-a472-46f1-b0db-972a1f94a3ff,Snake1,5,3,3,3,96,0,0.7143,0.0,0.5714
f25d5152-c731-4816-b408-468d8b373c09,,2,c90dc66d-1abc-46af-a45c-5db7db442b63,Snake2,5,3,3,3,96,0,0.7143,0.0,0.5714
a35f2d46-5329-45af-bc50-0fe6060dd37c,,1,515b0f0c-b951-4bbd-86af-36dc496e344b,Snake1,5,3,3,3,96,0,0.7143,0.0,0.5714
a35f2d46-5329-45af-bc50-0fe6060dd37c,,2,44ea2c78-446d-4a34-b6ea-d8990ae85390,Snake2,5,3,3,3,96,0,0.7143,0.0,0.5714
a35f2d46-5329-45af-bc50-0fe6060dd37c,,1,515b0f0c-b951-4bbd-86af-36dc496e344b,Snake1,5,3,3,3,96,0,0.7143,0.0,0.5714
a35f2d46-5329-45af-bc50-0fe6060dd37c,,2,44ea2c78-446d-4a34-b6ea-d8990ae85390,Snake2,5,3,3,3,96,0,0.7143,0.0,0.5714
afa175dd-95cc-4964-966b-82361f6e96b6,,1,1b47e0c2-4f6e-4bba-8d59-a521542d9fdc,Snake1,5,3,3,3,96,0,0.7143,0.0,0.5714
afa175dd-95cc-4964-966b-82361f6e96b6,,2,8fcc78b6-8d81-48fd-80a1-d0bd2488b02f,Snake2,5,3,3,3,96,0,0.7143,0.0,0.5714
afa175dd-95cc-4964-966b-82361f6e96b6,,1,1b47e0c2-4f6e-4bba-8d59-a521542d9fdc,Snake1,5,3,3,3,96,0,0.7143,0.0,0.5714
afa175dd-95cc-4964-966b-82361f6e96b6,,2,8fcc78b6-8d81-48fd-80a1-d0bd2488b02f,Snake2,5,3,3,3,96,0,0.7143,0.0,0.5714
43731db8-1171-4300-ba8e-6ca868b37e44,Snake2,1,53af104c-799c-4abc-93bf-cb96a56a9d6e,Snake2,10,3,3,3,92,1,1.0,0.0,0.8
43731db8-1171-4300-ba8e-6ca868b37e44,Snake2,2,8e3c7ef7-9995-4e1f-8459-e11884835226,Snake1,8,3,6,6,100,0,0.8,0.6,0.76
43731db8-1171-4300-ba8e-6ca868b37e44,Snake2,1,53af104c-799c-4abc-93bf-cb96a56a9d6e,Snake2,10,3,3,3,92,1,1.0,0.0,0.8
43731db8-1171-4300-ba8e-6ca868b37e44,Snake2,2,8e3c7ef7-9995-4e1f-8459-e11884835226,Snake1,8,3,6,6,100,0,0.8,0.6,0.76
6ffc5ed9-2484-44f7-bc8a-d081f6507a0e,Snake2,1,7e2a6f75-ba5f-45d0-9ed3-33f5aac9ad78,Snake2,26,3,6,6,90,1,1.0,0.6,0.92
6ffc5ed9-2484-44f7-bc8a-d081f6507a0e,Snake2,2,bc6c95a0-70f2-4ff0-b953-59d156fae339,Snake1,24,3,6,6,92,0,0.9231,0.6,0.8585
6ffc5ed9-2484-44f7-bc8a-d081f6507a0e,Snake2,1,7e2a6f75-ba5f-45d0-9ed3-33f5aac9ad78,Snake2,26,3,6,6,90,1,1.0,0.6,0.92
6ffc5ed9-2484-44f7-bc8a-d081f6507a0e,Snake2,2,bc6c95a0-70f2-4ff0-b953-59d156fae339,Snake1,24,3,6,6,92,0,0.9231,0.6,0.8585
4eb73f44-e313-441d-983d-862446f53aef,Snake4,1,9a3b083c-2271-413d-9e8d-a6e01f287365,Snake4,8,3,4,4,98,1,1.0,0.2,0.84
4eb73f44-e313-441d-983d-862446f53aef,Snake4,2,4c488f37-ca9a-4eaf-8177-ff20dfaf115e,Snake1,6,3,3,3,95,0,0.75,0.0,0.6
4eb73f44-e313-441d-983d-862446f53aef,Snake4,3,6e51ff5e-dfe4-40c0-b0e9-ae414000dc3f,Snake3,6,3,3,3,95,0,0.75,0.0,0.6
4eb73f44-e313-441d-983d-862446f53aef,Snake4,4,f6574933-05a5-40e5-835e-f7b923a187ab,Snake2,2,3,3,3,99,0,0.25,0.0,0.2
4eb73f44-e313-441d-983d-862446f53aef,Snake4,1,9a3b083c-2271-413d-9e8d-a6e01f287365,Snake4,8,3,4,4,98,1,1.0,0.2,0.84
4eb73f44-e313-441d-983d-862446f53aef,Snake4,2,4c488f37-ca9a-4eaf-8177-ff20dfaf115e,Snake1,6,3,3,3,95,0,0.75,0.0,0.6
4eb73f44-e313-441d-983d-862446f53aef,Snake4,3,6e51ff5e-dfe4-40c0-b0e9-ae414000dc3f,Snake3,6,3,3,3,95,0,0.75,0.0,0.6
4eb73f44-e313-441d-983d-862446f53aef,Snake4,4,f6574933-05a5-40e5-835e-f7b923a187ab,Snake2,2,3,3,3,99,0,0.25,0.0,0.2
4eb73f44-e313-441d-983d-862446f53aef,Snake4,1,9a3b083c-2271-413d-9e8d-a6e01f287365,Snake4,8,3,4,4,98,1,1.0,0.2,0.84
4eb73f44-e313-441d-983d-862446f53aef,Snake4,2,4c488f37-ca9a-4eaf-8177-ff20dfaf115e,Snake1,6,3,3,3,95,0,0.75,0.0,0.6
4eb73f44-e313-441d-983d-862446f53aef,Snake4,3,6e51ff5e-dfe4-40c0-b0e9-ae414000dc3f,Snake3,6,3,3,3,95,0,0.75,0.0,0.6
4eb73f44-e313-441d-983d-862446f53aef,Snake4,4,f6574933-05a5-40e5-835e-f7b923a187ab,Snake2,2,3,3,3,99,0,0.25,0.0,0.2
4eb73f44-e313-441d-983d-862446f53aef,Snake4,1,9a3b083c-2271-413d-9e8d-a6e01f287365,Snake4,8,3,4,4,98,1,1.0,0.2,0.84
4eb73f44-e313-441d-983d-862446f53aef,Snake4,2,4c488f37-ca9a-4eaf-8177-ff20dfaf115e,Snake1,2,3,3,3,99,0,0.25,0.0,0.2
4eb73f44-e313-441d-983d-862446f53aef,Snake4,3,f6574933-05a5-40e5-835e-f7b923a187ab,Snake2,2,3,3,3,99,0,0.25,0.0,0.2
4eb73f44-e313-441d-983d-862446f53aef,Snake4,4,6e51ff5e-dfe4-40c0-b0e9-ae414000dc3f,Snake3,2,3,3,3,99,0,0.25,0.0,0.2
e8407f1c-958f-4168-b1de-867888ff8c5e,Snake2,1,0b22efed-2f28-4526-9967-728d8cd5f1a4,Snake2,8,3,4,4,98,1,1.0,0.2,0.84
e8407f1c-958f-4168-b1de-867888ff8c5e,Snake2,2,592d4765-cedc-4602-9b61-2607cc4a56f6,Snake1,6,3,3,3,95,0,0.75,0.0,0.6
e8407f1c-958f-4168-b1de-867888ff8c5e,Snake2,3,f95ad91b-1205-456d-bc31-66c5652189b5,Snake3,6,3,3,3,95,0,0.75,0.0,0.6
e8407f1c-958f-4168-b1de-867888ff8c5e,Snake2,4,1c5a5625-335a-4824-af3b-bf7abf4d8c11,Snake4,2,3,3,3,99,0,0.25,0.0,0.2
e8407f1c-958f-4168-b1de-867888ff8c5e,Snake2,1,0b22efed-2f28-4526-9967-728d8cd5f1a4,Snake2,8,3,4,4,98,1,1.0,0.2,0.84
e8407f1c-958f-4168-b1de-867888ff8c5e,Snake2,2,592d4765-cedc-4602-9b61-2607cc4a56f6,Snake1,6,3,3,3,95,0,0.75,0.0,0.6
e8407f1c-958f-4168-b1de-867888ff8c5e,Snake2,3,f95ad91b-1205-456d-bc31-66c5652189b5,Snake3,6,3,3,3,95,0,0.75,0.0,0.6
e8407f1c-958f-4168-b1de-867888ff8c5e,Snake2,4,1c5a5625-335a-4824-af3b-bf7abf4d8c11,Snake4,2,3,3,3,99,0,0.25,0.0,0.2
e8407f1c-958f-4168-b1de-867888ff8c5e,Snake2,1,0b22efed-2f28-4526-9967-728d8cd5f1a4,Snake2,8,3,4,4,98,1,1.0,0.2,0.84
e8407f1c-958f-4168-b1de-867888ff8c5e,Snake2,2,592d4765-cedc-4602-9b61-2607cc4a56f6,Snake1,6,3,3,3,95,0,0.75,0.0,0.6
e8407f1c-958f-4168-b1de-867888ff8c5e,Snake2,3,f95ad91b-1205-456d-bc31-66c5652189b5,Snake3,6,3,3,3,95,0,0.75,0.0,0.6
e8407f1c-958f-4168-b1de-867888ff8c5e,Snake2,4,1c5a5625-335a-4824-af3b-bf7abf4d8c11,Snake4,2,3,3,3,99,0,0.25,0.0,0.2
e8407f1c-958f-4168-b1de-867888ff8c5e,Snake2,1,0b22efed-2f28-4526-9967-728d8cd5f1a4,Snake2,8,3,4,4,98,1,1.0,0.2,0.84
e8407f1c-958f-4168-b1de-867888ff8c5e,Snake2,2,592d4765-cedc-4602-9b61-2607cc4a56f6,Snake1,2,3,3,3,99,0,0.25,0.0,0.2
e8407f1c-958f-4168-b1de-867888ff8c5e,Snake2,3,f95ad91b-1205-456d-bc31-66c5652189b5,Snake3,2,3,3,3,99,0,0.25,0.0,0.2
e8407f1c-958f-4168-b1de-867888ff8c5e,Snake2,4,1c5a5625-335a-4824-af3b-bf7abf4d8c11,Snake4,2,3,3,3,99,0,0.25,0.0,0.2
07171e47-7835-4320-a61e-91f786f28b26,,1,b250a177-6857-4099-a9dc-577700b331c4,Snake2,13,3,4,4,98,0,0.8667,0.2,0.7333
07171e47-7835-4320-a61e-91f786f28b26,,2,d35bb2b4-ad1f-4cac-bc82-6109fe76ac1d,Snake1,13,3,3,3,88,0,0.8667,0.0,0.6933
07171e47-7835-4320-a61e-91f786f28b26,,1,b250a177-6857-4099-a9dc-577700b331c4,Snake2,13,3,4,4,98,0,0.8667,0.2,0.7333
07171e47-7835-4320-a61e-91f786f28b26,,2,d35bb2b4-ad1f-4cac-bc82-6109fe76ac1d,Snake1,13,3,3,3,88,0,0.8667,0.0,0.6933
a9500eb2-72ac-41b4-97de-e1c645063125,Snake1,1,41b085ac-15fb-4a54-af3b-d6c57cfeffa6,Snake1,26,3,6,6,90,1,1.0,0.6,0.92
a9500eb2-72ac-41b4-97de-e1c645063125,Snake1,2,13b84a09-de54-4741-87b1-08c5dcabf752,Snake2,24,3,7,7,100,0,0.9231,0.8,0.8985
a9500eb2-72ac-41b4-97de-e1c645063125,Snake1,1,41b085ac-15fb-4a54-af3b-d6c57cfeffa6,Snake1,26,3,6,6,90,1,1.0,0.6,0.92
a9500eb2-72ac-41b4-97de-e1c645063125,Snake1,2,13b84a09-de54-4741-87b1-08c5dcabf752,Snake2,24,3,7,7,100,0,0.9231,0.8,0.8985
251a3d0b-fffb-4e4c-96a9-73b9a1835b2e,Snake1,1,b988e3ad-ffa7-44c2-bf53-816a138853ee,Snake1,45,3,11,11,84,1,1.0,1.0,1.0
251a3d0b-fffb-4e4c-96a9-73b9a1835b2e,Snake1,2,d3463376-c8d2-43f9-b40b-4249c40d178e,Snake2,43,3,6,6,80,0,0.9556,0.6,0.8844
251a3d0b-fffb-4e4c-96a9-73b9a1835b2e,Snake1,3,41c8942e-d27f-47b3-b506-2b83d8e8c146,Snake3,7,3,4,4,96,0,0.1556,0.2,0.1644
251a3d0b-fffb-4e4c-96a9-73b9a1835b2e,Snake1,4,ff220d02-1440-4fda-ac19-3cbf3c0285c7,Snake4,7,3,4,4,96,0,0.1556,0.2,0.1644
251a3d0b-fffb-4e4c-96a9-73b9a1835b2e,Snake1,1,b988e3ad-ffa7-44c2-bf53-816a138853ee,Snake1,45,3,11,11,84,1,1.0,1.0,1.0
251a3d0b-fffb-4e4c-96a9-73b9a1835b2e,Snake1,2,d3463376-c8d2-43f9-b40b-4249c40d178e,Snake2,43,3,6,6,80,0,0.9556,0.6,0.8844
251a3d0b-fffb-4e4c-96a9-73b9a1835b2e,Snake1,3,41c8942e-d27f-47b3-b506-2b83d8e8c146,Snake3,7,3,4,4,96,0,0.1556,0.2,0.1644
251a3d0b-fffb-4e4c-96a9-73b9a1835b2e,Snake1,4,ff220d02-1440-4fda-ac19-3cbf3c0285c7,Snake4,7,3,4,4,96,0,0.1556,0.2,0.1644
251a3d0b-fffb-4e4c-96a9-73b9a1835b2e,Snake1,1,b988e3ad-ffa7-44c2-bf53-816a138853ee,Snake1,45,3,11,11,84,1,1.0,1.0,1.0
251a3d0b-fffb-4e4c-96a9-73b9a1835b2e,Snake1,2,d3463376-c8d2-43f9-b40b-4249c40d178e,Snake2,7,3,4,4,96,0,0.1556,0.2,0.1644
251a3d0b-fffb-4e4c-96a9-73b9a1835b2e,Snake1,3,41c8942e-d27f-47b3-b506-2b83d8e8c146,Snake3,7,3,4,4,96,0,0.1556,0.2,0.1644
251a3d0b-fffb-4e4c-96a9-73b9a1835b2e,Snake1,4,ff220d02-1440-4fda-ac19-3cbf3c0285c7,Snake4,7,3,4,4,96,0,0.1556,0.2,0.1644
251a3d0b-fffb-4e4c-96a9-73b9a1835b2e,Snake1,1,b988e3ad-ffa7-44c2-bf53-816a138853ee,Snake1,45,3,11,11,84,1,1.0,1.0,1.0
251a3d0b-fffb-4e4c-96a9-73b9a1835b2e,Snake1,2,d3463376-c8d2-43f9-b40b-4249c40d178e,Snake2,7,3,4,4,96,0,0.1556,0.2,0.1644
251a3d0b-fffb-4e4c-96a9-73b9a1835b2e,Snake1,3,41c8942e-d27f-47b3-b506-2b83d8e8c146,Snake3,7,3,4,4,96,0,0.1556,0.2,0.1644
251a3d0b-fffb-4e4c-96a9-73b9a1835b2e,Snake1,4,ff220d02-1440-4fda-ac19-3cbf3c0285c7,Snake4,7,3,4,4,96,0,0.1556,0.2,0.1644
d1e97d5a-9e13-493d-85c8-87f00742756a,Snake1,1,a5d496e6-f142-4266-9c50-cf3969684189,Snake1,94,3,12,12,92,1,1.0,1.0,1.0
d1e97d5a-9e13-493d-85c8-87f00742756a,Snake1,2,14dd9c25-29fb-4d17-a724-aed9788cd8b7,Snake2,92,3,8,8,4,0,0.9787,1.0,0.983
d1e97d5a-9e13-493d-85c8-87f00742756a,Snake1,3,37917141-13cc-474d-a8ed-d38ce46b3115,Snake3,7,3,4,4,96,0,0.0745,0.2,0.0996
d1e97d5a-9e13-493d-85c8-87f00742756a,Snake1,4,a2834bb7-6742-46c8-b86e-7585b88f66d1,Snake4,7,3,4,4,96,0,0.0745,0.2,0.0996
d1e97d5a-9e13-493d-85c8-87f00742756a,Snake1,1,a5d496e6-f142-4266-9c50-cf3969684189,Snake1,94,3,12,12,92,1,1.0,1.0,1.0
d1e97d5a-9e13-493d-85c8-87f00742756a,Snake1,2,14dd9c25-29fb-4d17-a724-aed9788cd8b7,Snake2,92,3,8,8,4,0,0.9787,1.0,0.983
d1e97d5a-9e13-493d-85c8-87f00742756a,Snake1,3,37917141-13cc-474d-a8ed-d38ce46b3115,Snake3,7,3,4,4,96,0,0.0745,0.2,0.0996
d1e97d5a-9e13-493d-85c8-87f00742756a,Snake1,4,a2834bb7-6742-46c8-b86e-7585b88f66d1,Snake4,7,3,4,4,96,0,0.0745,0.2,0.0996
d1e97d5a-9e13-493d-85c8-87f00742756a,Snake1,1,a5d496e6-f142-4266-9c50-cf3969684189,Snake1,94,3,12,12,92,1,1.0,1.0,1.0
d1e97d5a-9e13-493d-85c8-87f00742756a,Snake1,2,14dd9c25-29fb-4d17-a724-aed9788cd8b7,Snake2,7,3,4,4,96,0,0.0745,0.2,0.0996
d1e97d5a-9e13-493d-85c8-87f00742756a,Snake1,3,37917141-13cc-474d-a8ed-d38ce46b3115,Snake3,7,3,4,4,96,0,0.0745,0.2,0.0996
d1e97d5a-9e13-493d-85c8-87f00742756a,Snake1,4,a2834bb7-6742-46c8-b86e-7585b88f66d1,Snake4,7,3,4,4,96,0,0.0745,0.2,0.0996
d1e97d5a-9e13-493d-85c8-87f00742756a,Snake1,1,a5d496e6-f142-4266-9c50-cf3969684189,Snake1,94,3,12,12,92,1,1.0,1.0,1.0
d1e97d5a-9e13-493d-85c8-87f00742756a,Snake1,2,14dd9c25-29fb-4d17-a724-aed9788cd8b7,Snake2,7,3,4,4,96,0,0.0745,0.2,0.0996
d1e97d5a-9e13-493d-85c8-87f00742756a,Snake1,3,37917141-13cc-474d-a8ed-d38ce46b3115,Snake3,7,3,4,4,96,0,0.0745,0.2,0.0996
d1e97d5a-9e13-493d-85c8-87f00742756a,Snake1,4,a2834bb7-6742-46c8-b86e-7585b88f66d1,Snake4,7,3,4,4,96,0,0.0745,0.2,0.0996
a8e27156-8068-4fc8-b987-a3aef02ac866,Snake2,1,aa4312ed-35ea-49f2-9518-49a644869dfc,Snake2,87,3,12,12,100,1,1.0,1.0,1.0
a8e27156-8068-4fc8-b987-a3aef02ac866,Snake2,2,41f66db4-2723-4233-b81c-3c9667ef3e0b,Snake1,85,3,9,9,44,0,0.977,1.0,0.9816
